9?DFJSP09
20 10 3
Operations vector:
12 13 11
11 14  11 14 13
125 19  8.55 57.6  0.7 0.6
123 9 4.05
71.2 0.7
0.9
113 9 4.05
71.2 0.7
0.9
61 10 4.5
71.2 0.7
0.9
166 7 3.15
51.8 0.6
0.6
124 8 3.6
51.8 0.6
0.6
71 9 4.05
51.8 0.6
0.6
106 4 1.8
66.1 0.7
0.9
96 5 2.25
66.1 0.7
0.9
86 6 2.7
66.1 0.7
0.9
162 10  4.5 55.7  0.8 0.9
142 12  5.4 55.7  0.8 0.9
111 13  5.85 55.7  0.8 0.9
178 6 2.7
53.8 0.8
0.7
129 7 3.15
53.8 0.8
0.7
84 8 3.6
53.8 0.8
0.7
171 7 3.15
53.1 0.7
0.5
133 7 3.15
53.1 0.7
0.5
67 8 3.6
53.1 0.7
0.5
144 15  6.75 76.3  0.6 0.8
144 16  7.2 76.3  0.6 0.8
143 16  7.2 76.3  0.6 0.8
145 9 4.05
61.2 0.8
0.6
111 10  4.5 61.2  0.8 0.6
54 11 4.95
61.2 0.8
0.6
174 10  4.5 52.7  0.8 0.8
169 10  4.5 52.7  0.8 0.8
149 11  4.95 52.7  0.8 0.8
119 8 3.6
75.5 0.5
0.5
100 9 4.05
75.5 0.5
0.5
63 10 4.5
75.5 0.5
0.5
164 12  5.4 63  0.5 0.5
100 12  5.4 63  0.5 0.5
90 12 5.4
63 0.5  0.5
127 4 1.8
54.8 0.5
0.7
118 4 1.8
54.8 0.5
0.7
81 5 2.25
54.8 0.5
0.7
191 11  4.95 69.4  0.6 0.5
126 11  4.95 69.4  0.6 0.5
95 11 4.95
69.4 0.6
0.5
146 11  4.95 51.9  0.7 0.6
82 13 5.85
51.9 0.7
0.6
70 13 5.85
51.9 0.7
0.6
177 9 4.05
61.2 0.9
0.5
100 9 4.05
61.2 0.9
0.5
90 12 5.4
61.2 0.9
0.5
174 7 3.15
67.8 0.8
0.9
166 7 3.15
67.8 0.8
0.9
86 9 4.05
67.8 0.8
0.9
110 9 4.05
61.9 0.6
0.7
82 10 4.5
61.9 0.6
0.7
75 10 4.5
61.9 0.6
0.7
136 4 1.8
65.2 0.8
0.6
104 4 1.8
65.2 0.8
0.6
52 5 2.25
65.2 0.8
0.6
143 13  5.85 77.4  0.9 0.8
141 15  6.75 77.4  0.9 0.8
67 15 6.75
77.4 0.9
0.8
197 4 1.8
73 0.8  0.8
90 4 1.8
73 0.8  0.8
68 5 2.25
73 0.8  0.8
160 18  8.1 75.4  0.6 0.8
77 18 8.1
75.4 0.6
0.8
74 18 8.1
75.4 0.6
0.8
169 6 2.7
79.5 0.7
0.6
168 7 3.15
79.5 0.7
0.6
96 9 4.05
79.5 0.7
0.6
166 12  5.4 73.6  0.7 0.7
93 13 5.85
73.6 0.7
0.7
61 14 6.3
73.6 0.7
0.7
155 13  5.85 60.1  0.7 0.8
96 14 6.3
60.1 0.7
0.8
73 15 6.75
60.1 0.7
0.8
96 18 8.1
63.7 0.9
0.7
93 19 8.55
63.7 0.9
0.7
81 19 8.55
63.7 0.9
0.7
192 4 1.8
72.9 0.8
0.8
192 5 2.25
72.9 0.8
0.8
106 6 2.7
72.9 0.8
0.8
177 15  6.75 78.7  0.8 0.7
171 17  7.65 78.7  0.8 0.7
56 17 7.65
78.7 0.8
0.7
175 9 4.05
64.9 0.8
0.9
95 9 4.05
64.9 0.8
0.9
68 10 4.5
64.9 0.8
0.9
107 11  4.95 60.1  0.7 0.6
90 13 5.85
60.1 0.7
0.6
82 14 6.3
60.1 0.7
0.6
170 9 4.05
66.2 0.6
0.7
139 9 4.05
66.2 0.6
0.7
130 11  4.95 66.2  0.6 0.7
171 11  4.95 68.1  0.8 0.6
119 11  4.95 68.1  0.8 0.6
107 12  5.4 68.1  0.8 0.6
199 10  4.5 62.1  0.9 0.8
193 10  4.5 62.1  0.9 0.8
83 12 5.4
62.1 0.9
0.8
176 15  6.75 68.6  0.6 0.8
132 16  7.2 68.6  0.6 0.8
128 18  8.1 68.6  0.6 0.8
179 9 4.05
70 0.8  0.6
141 11  4.95 70  0.8 0.6
140 13  5.85 70  0.8 0.6
189 6 2.7
63.8 0.8
0.7
109 7 3.15
63.8 0.8
0.7
84 7 3.15
63.8 0.8
0.7
176 15  6.75 77.9  0.5 0.5
172 16  7.2 77.9  0.5 0.5
130 17  7.65 77.9  0.5 0.5
188 11  4.95 78.4  0.7 0.9
155 12  5.4 78.4  0.7 0.9
154 12  5.4 78.4  0.7 0.9
179 5 2.25
51.6 0.8
0.5
141 6 2.7
51.6 0.8
0.5
126 7 3.15
51.6 0.8
0.5
198 16  7.2 64.3  0.8 0.5
151 18  8.1 64.3  0.8 0.5
102 19  8.55 64.3  0.8 0.5
136 5 2.25
58.1 0.7
0.6
81 5 2.25
58.1 0.7
0.6
68 5 2.25
58.1 0.7
0.6
185 9 4.05
68.4 0.9
0.6
183 9 4.05
68.4 0.9
0.6
134 11  4.95 68.4  0.9 0.6
120 15  6.75 73  0.8 0.7
80 17 7.65
73 0.8  0.7
57 17 7.65
73 0.8  0.7
197 10  4.5 59.1  0.7 0.8
130 11  4.95 59.1  0.7 0.8
82 12 5.4
59.1 0.7
0.8
165 5 2.25
51.2 0.9
0.5
128 7 3.15
51.2 0.9
0.5
120 8 3.6
51.2 0.9
0.5
160 14  6.3 65.4  0.8 0.7
90 14 6.3
65.4 0.8
0.7
78 17 7.65
65.4 0.8
0.7
139 8 3.6
50.4 0.7
0.8
83 8 3.6
50.4 0.7
0.8
64 10 4.5
50.4 0.7
0.8
168 9 4.05
71.8 0.6
0.6
146 10  4.5 71.8  0.6 0.6
58 12 5.4
71.8 0.6
0.6
152 8 3.6
64.5 0.8
0.6
149 8 3.6
64.5 0.8
0.6
116 10  4.5 64.5  0.8 0.6
189 18  8.1 75.6  0.8 0.8
146 19  8.55 75.6  0.8 0.8
65 21 9.45
75.6 0.8
0.8
175 6 2.7
52.5 0.7
0.6
156 7 3.15
52.5 0.7
0.6
90 8 3.6
52.5 0.7
0.6
142 13  5.85 75  0.5 0.8
140 14  6.3 75  0.5 0.8
86 14 6.3
75 0.5  0.8
199 13  5.85 55.4  0.5 0.8
108 13  5.85 55.4  0.5 0.8
96 14 6.3
55.4 0.5
0.8
187 17  7.65 58.5  0.5 0.9
172 18  8.1 58.5  0.5 0.9
107 19  8.55 58.5  0.5 0.9
191 10  4.5 74.8  0.7 0.6
139 11  4.95 74.8  0.7 0.6
100 12  5.4 74.8  0.7 0.6
95 12 5.4
66.3 0.6
0.8
79 12 5.4
66.3 0.6
0.8
75 14 6.3
66.3 0.6
0.8
192 5 2.25
58.4 0.5
0.7
151 5 2.25
58.4 0.5
0.7
87 6 2.7
58.4 0.5
0.7
128 9 4.05
58.1 0.8
0.9
83 10 4.5
58.1 0.8
0.9
52 12 5.4
58.1 0.8
0.9
198 8 3.6
61.4 0.7
0.6
182 11  4.95 61.4  0.7 0.6
78 11 4.95
61.4 0.7
0.6
165 8 3.6
58.6 0.8
0.6
96 10 4.5
58.6 0.8
0.6
71 10 4.5
58.6 0.8
0.6
197 6 2.7
62.3 0.7
0.7
184 8 3.6
62.3 0.7
0.7
117 9 4.05
62.3 0.7
0.7
191 14  6.3 64.6  0.7 0.8
153 15  6.75 64.6  0.7 0.8
135 16  7.2 64.6  0.7 0.8
153 6 2.7
73.1 0.6
0.6
130 6 2.7
73.1 0.6
0.6
123 6 2.7
73.1 0.6
0.6
142 9 4.05
53.7 0.7
0.9
91 10 4.5
53.7 0.7
0.9
84 10 4.5
53.7 0.7
0.9
77 16 7.2
51.2 0.7
0.5
61 17 7.65
51.2 0.7
0.5
54 17 7.65
51.2 0.7
0.5
199 14  6.3 52.6  0.8 0.5
187 15  6.75 52.6  0.8 0.5
84 15 6.75
52.6 0.8
0.5
162 13  5.85 74.8  0.8 0.7
131 14  6.3 74.8  0.8 0.7
74 15 6.75
74.8 0.8
0.7
137 4 1.8
69.4 0.6
0.9
115 6 2.7
69.4 0.6
0.9
90 6 2.7
69.4 0.6
0.9
153 9 4.05
66.2 0.6
0.7
149 11  4.95 66.2  0.6 0.7
107 12  5.4 66.2  0.6 0.7
194 13  5.85 62.5  0.8 0.8
105 13  5.85 62.5  0.8 0.8
101 13  5.85 62.5  0.8 0.8
158 9 4.05
70.2 0.8
0.6
151 9 4.05
70.2 0.8
0.6
96 9 4.05
70.2 0.8
0.6
193 11  4.95 72.5  0.5 0.6
155 12  5.4 72.5  0.5 0.6
94 12 5.4
72.5 0.5
0.6
139 5 2.25
62.8 0.6
0.8
104 6 2.7
62.8 0.6
0.8
59 7 3.15
62.8 0.6
0.8
171 15  6.75 78.9  0.5 0.9
164 16  7.2 78.9  0.5 0.9
130 17  7.65 78.9  0.5 0.9
177 8 3.6
73.9 0.8
0.6
173 10  4.5 73.9  0.8 0.6
136 10  4.5 73.9  0.8 0.6
137 12  5.4 66.8  0.9 0.9
121 16  7.2 66.8  0.9 0.9
72 16 7.2
66.8 0.9
0.9
165 8 3.6
72.5 0.6
0.6
133 9 4.05
72.5 0.6
0.6
105 10  4.5 72.5  0.6 0.6
197 11  4.95 53.1  0.8 0.6
169 11  4.95 53.1  0.8 0.6
158 13  5.85 53.1  0.8 0.6
148 6 2.7
68 0.7  0.8
133 6 2.7
68 0.7  0.8
71 7 3.15
68 0.7  0.8
188 15  6.75 56.7  0.7 0.5
175 15  6.75 56.7  0.7 0.5
73 16 7.2
56.7 0.7
0.5
168 9 4.05
56.5 0.8
0.5
84 11 4.95
56.5 0.8
0.5
53 12 5.4
56.5 0.8
0.5
108 6 2.7
59.9 0.7
0.7
79 7 3.15
59.9 0.7
0.7
50 7 3.15
59.9 0.7
0.7
81 16 7.2
76.4 0.9
0.8
75 16 7.2
76.4 0.9
0.8
74 19 8.55
76.4 0.9
0.8
186 10  4.5 78.4  0.8 0.9
156 12  5.4 78.4  0.8 0.9
110 12  5.4 78.4  0.8 0.9
99 9 4.05
73.7 0.7
0.5
65 9 4.05
73.7 0.7
0.5
52 11 4.95
73.7 0.7
0.5
162 17  7.65 60.3  0.8 0.6
76 17 7.65
60.3 0.8
0.6
50 18 8.1
60.3 0.8
0.6
172 11  4.95 78.8  0.7 0.8
161 11  4.95 78.8  0.7 0.8
144 12  5.4 78.8  0.7 0.8
82 8 3.6
68.9 0.5
0.8
79 9 4.05
68.9 0.5
0.8
69 10 4.5
68.9 0.5
0.8
125 13  5.85 77.1  0.7 0.7
79 13 5.85
77.1 0.7
0.7
55 14 6.3
77.1 0.7
0.7
185 11  4.95 71.5  0.5 0.5
95 12 5.4
71.5 0.5
0.5
60 13 5.85
71.5 0.5
0.5
196 13  5.85 50.4  0.7 0.8
156 14  6.3 50.4  0.7 0.8
83 14 6.3
50.4 0.7
0.8
165 9 4.05
69.1 0.7
0.8
154 9 4.05
69.1 0.7
0.8
72 11 4.95
69.1 0.7
0.8
138 11  4.95 74.2  0.8 0.7
65 11 4.95
74.2 0.8
0.7
62 11 4.95
74.2 0.8
0.7
113 9 4.05
50.8 0.9
0.8
110 10  4.5 50.8  0.9 0.8
101 10  4.5 50.8  0.9 0.8
67 18 8.1
54.7 0.8
0.7
57 19 8.55
54.7 0.8
0.7
51 21 9.45
54.7 0.8
0.7
166 8 3.6
53 0.5  0.8
123 8 3.6
53 0.5  0.8
90 10 4.5
53 0.5  0.8
192 14  6.3 61.9  0.7 0.9
68 14 6.3
61.9 0.7
0.9
59 15 6.75
61.9 0.7
0.9
192 13  5.85 69.3  0.8 0.6
158 13  5.85 69.3  0.8 0.6
103 13  5.85 69.3  0.8 0.6
135 18  8.1 64.5  0.7 0.7
102 18  8.1 64.5  0.7 0.7
82 19 8.55
64.5 0.7
0.7
136 16  7.2 61.5  0.7 0.8
85 16 7.2
61.5 0.7
0.8
57 16 7.2
61.5 0.7
0.8
133 5 2.25
68.6 0.8
0.7
115 6 2.7
68.6 0.8
0.7
101 6 2.7
68.6 0.8
0.7
176 9 4.05
66.8 0.8
0.8
114 12  5.4 66.8  0.8 0.8
50 12 5.4
66.8 0.8
0.8
194 15  6.75 55  0.5 0.9
126 15  6.75 55  0.5 0.9
112 17  7.65 55  0.5 0.9
177 15  6.75 77.7  0.5 0.8
141 15  6.75 77.7  0.5 0.8
91 15 6.75
77.7 0.5
0.8
182 8 3.6
72.7 0.8
0.5
98 9 4.05
72.7 0.8
0.5
96 9 4.05
72.7 0.8
0.5
185 6 2.7
69.9 0.5
0.7
152 8 3.6
69.9 0.5
0.7
148 8 3.6
69.9 0.5
0.7
140 16  7.2 73.9  0.7 0.8
107 16  7.2 73.9  0.7 0.8
68 17 7.65
73.9 0.7
0.8
185 9 4.05
61.9 0.8
0.7
152 10  4.5 61.9  0.8 0.7
70 12 5.4
61.9 0.8
0.7
153 10  4.5 72.3  0.7 0.9
129 10  4.5 72.3  0.7 0.9
109 11  4.95 72.3  0.7 0.9
82 9 4.05
76.6 0.8
0.5
68 9 4.05
76.6 0.8
0.5
54 10 4.5
76.6 0.8
0.5
179 13  5.85 54.7  0.8 0.8
115 13  5.85 54.7  0.8 0.8
67 14 6.3
54.7 0.8
0.8
151 9 4.05
70.9 0.6
0.9
76 9 4.05
70.9 0.6
0.9
58 10 4.5
70.9 0.6
0.9
176 16  7.2 76.2  0.6 0.6
74 17 7.65
76.2 0.6
0.6
69 17 7.65
76.2 0.6
0.6
141 10  4.5 79  0.6 0.8
126 11  4.95 79  0.6 0.8
121 11  4.95 79  0.6 0.8
152 6 2.7
50.5 0.5
0.6
139 6 2.7
50.5 0.5
0.6
75 6 2.7
50.5 0.5
0.6
182 16  7.2 73.9  0.5 0.5
129 17  7.65 73.9  0.5 0.5
120 17  7.65 73.9  0.5 0.5
149 7 3.15
67.3 0.6
0.5
107 8 3.6
67.3 0.6
0.5
89 9 4.05
67.3 0.6
0.5
175 3 1.35
60.5 0.7
0.6
170 5 2.25
60.5 0.7
0.6
65 6 2.7
60.5 0.7
0.6
180 11  4.95 60.5  0.8 0.7
154 13  5.85 60.5  0.8 0.7
84 14 6.3
60.5 0.8
0.7
194 5 2.25
71.3 0.8
0.6
111 5 2.25
71.3 0.8
0.6
59 8 3.6
71.3 0.8
0.6
159 4 1.8
79.1 0.6
0.6
80 7 3.15
79.1 0.6
0.6
80 7 3.15
79.1 0.6
0.6
184 11  4.95 59.3  0.7 0.9
174 11  4.95 59.3  0.7 0.9
112 12  5.4 59.3  0.7 0.9
191 15  6.75 78.7  0.5 0.9
182 15  6.75 78.7  0.5 0.9
122 17  7.65 78.7  0.5 0.9
199 14  6.3 74.7  0.9 0.9
191 14  6.3 74.7  0.9 0.9
101 15  6.75 74.7  0.9 0.9
149 14  6.3 58.3  0.7 0.5
137 14  6.3 58.3  0.7 0.5
135 15  6.75 58.3  0.7 0.5
153 11  4.95 69.4  0.5 0.6
127 12  5.4 69.4  0.5 0.6
57 13 5.85
69.4 0.5
0.6
169 4 1.8
76.8 0.5
0.9
130 6 2.7
76.8 0.5
0.9
55 7 3.15
76.8 0.5
0.9
198 8 3.6
62.2 0.5
0.8
108 8 3.6
62.2 0.5
0.8
107 10  4.5 62.2  0.5 0.8
175 8 3.6
78.4 0.6
0.8
88 10 4.5
78.4 0.6
0.8
84 11 4.95
78.4 0.6
0.8
155 3 1.35
56.9 0.6
0.9
127 5 2.25
56.9 0.6
0.9
75 5 2.25
56.9 0.6
0.9
132 14  6.3 57.3  0.7 0.5
79 14 6.3
57.3 0.7
0.5
60 15 6.75
57.3 0.7
0.5
148 16  7.2 68.7  0.8 0.7
122 17  7.65 68.7  0.8 0.7
109 17  7.65 68.7  0.8 0.7
171 10  4.5 53.9  0.9 0.9
66 10 4.5
53.9 0.9
0.9
53 10 4.5
53.9 0.9
0.9
136 10  4.5 66.6  0.8 0.7
134 11  4.95 66.6  0.8 0.7
110 11  4.95 66.6  0.8 0.7
174 7 3.15
57.1 0.8
0.7
132 8 3.6
57.1 0.8
0.7
75 9 4.05
57.1 0.8
0.7
96 5 2.25
63.2 0.8
0.9
88 5 2.25
63.2 0.8
0.9
84 7 3.15
63.2 0.8
0.9
171 11  4.95 62.1  0.8 0.9
125 14  6.3 62.1  0.8 0.9
60 15 6.75
62.1 0.8
0.9
189 6 2.7
67.4 0.6
0.6
80 6 2.7
67.4 0.6
0.6
79 8 3.6
67.4 0.6
0.6
123 16  7.2 79.3  0.9 0.7
78 16 7.2
79.3 0.9
0.7
62 17 7.65
79.3 0.9
0.7
156 9 4.05
55.5 0.7
0.5
119 10  4.5 55.5  0.7 0.5
68 10 4.5
55.5 0.7
0.5
166 13  5.85 68.8  0.7 0.6
88 13 5.85
68.8 0.7
0.6
69 14 6.3
68.8 0.7
0.6
179 8 3.6
70 0.5  0.7
166 9 4.05
70 0.5  0.7
129 9 4.05
70 0.5  0.7
176 12  5.4 68.8  0.7 0.5
166 12  5.4 68.8  0.7 0.5
51 12 5.4
68.8 0.7
0.5
181 4 1.8
71.7 0.7
0.9
159 6 2.7
71.7 0.7
0.9
87 6 2.7
71.7 0.7
0.9
149 17  7.65 66.4  0.5 0.7
129 17  7.65 66.4  0.5 0.7
126 19  8.55 66.4  0.5 0.7
157 19  8.55 51.1  0.9 0.5
126 19  8.55 51.1  0.9 0.5
115 19  8.55 51.1  0.9 0.5
161 4 1.8
75.5 0.6
0.6
142 5 2.25
75.5 0.6
0.6
113 7 3.15
75.5 0.6
0.6
177 13  5.85 67.7  0.6 0.5
156 13  5.85 67.7  0.6 0.5
146 14  6.3 67.7  0.6 0.5
156 11  4.95 56.6  0.8 0.7
144 11  4.95 56.6  0.8 0.7
142 13  5.85 56.6  0.8 0.7
135 6 2.7
63.2 0.6
0.6
128 6 2.7
63.2 0.6
0.6
124 6 2.7
63.2 0.6
0.6
163 9 4.05
62.1 0.7
0.6
142 9 4.05
62.1 0.7
0.6
140 9 4.05
62.1 0.7
0.6
184 3 1.35
77.7 0.7
0.7
130 4 1.8
77.7 0.7
0.7
113 6 2.7
77.7 0.7
0.7
153 9 4.05
63.6 0.6
0.8
115 12  5.4 63.6  0.6 0.8
61 13 5.85
63.6 0.6
0.8
197 12  5.4 75.1  0.6 0.8
150 14  6.3 75.1  0.6 0.8
75 14 6.3
75.1 0.6
0.8
152 9 4.05
77.3 0.6
0.5
138 9 4.05
77.3 0.6
0.5
84 12 5.4
77.3 0.6
0.5
158 17  7.65 76.4  0.7 0.6
153 17  7.65 76.4  0.7 0.6
56 18 8.1
76.4 0.7
0.6
178 10  4.5 63.7  0.7 0.7
172 12  5.4 63.7  0.7 0.7
72 12 5.4
63.7 0.7
0.7
192 6 2.7
68.5 0.5
0.9
93 8 3.6
68.5 0.5
0.9
82 9 4.05
68.5 0.5
0.9
183 17  7.65 71.3  0.7 0.7
154 18  8.1 71.3  0.7 0.7
131 19  8.55 71.3  0.7 0.7
200 11  4.95 55.3  0.6 0.7
114 11  4.95 55.3  0.6 0.7
95 12 5.4
55.3 0.6
0.7
152 9 4.05
59.6 0.6
0.9
145 9 4.05
59.6 0.6
0.9
58 10 4.5
59.6 0.6
0.9
148 16  7.2 51.5  0.7 0.7
127 17  7.65 51.5  0.7 0.7
69 17 7.65
51.5 0.7
0.7
184 6 2.7
67.5 0.7
0.7
145 7 3.15
67.5 0.7
0.7
102 8 3.6
67.5 0.7
0.7
194 16  7.2 59.3  0.5 0.6
98 19 8.55
59.3 0.5
0.6
96 19 8.55
59.3 0.5
0.6
181 11  4.95 69.8  0.9 0.7
102 11  4.95 69.8  0.9 0.7
69 11 4.95
69.8 0.9
0.7
168 15  6.75 58.4  0.5 0.7
103 16  7.2 58.4  0.5 0.7
53 16 7.2
58.4 0.5
0.7
193 8 3.6
61.5 0.6
0.7
106 9 4.05
61.5 0.6
0.7
65 12 5.4
61.5 0.6
0.7
106 12  5.4 75.5  0.6 0.6
97 12 5.4
75.5 0.6
0.6
75 12 5.4
75.5 0.6
0.6
145 9 4.05
65 0.7  0.7
144 10  4.5 65  0.7 0.7
67 10 4.5
65 0.7  0.7
94 11 4.95
72.1 0.7
0.8
88 11 4.95
72.1 0.7
0.8
74 13 5.85
72.1 0.7
0.8
188 6 2.7
57 0.9  0.9
178 7 3.15
57 0.9  0.9
107 9 4.05
57 0.9  0.9
187 10  4.5 70.7  0.5 0.6
115 11  4.95 70.7  0.5 0.6
52 12 5.4
70.7 0.5
0.6
190 15  6.75 73.1  0.9 0.7
149 15  6.75 73.1  0.9 0.7
101 16  7.2 73.1  0.9 0.7
193 9 4.05
52.4 0.8
0.5
171 11  4.95 52.4  0.8 0.5
146 11  4.95 52.4  0.8 0.5
194 16  7.2 56.5  0.7 0.8
186 16  7.2 56.5  0.7 0.8
79 16 7.2
56.5 0.7
0.8
175 16  7.2 53.2  0.6 0.8
126 18  8.1 53.2  0.6 0.8
81 18 8.1
53.2 0.6
0.8
125 12  5.4 78.9  0.7 0.6
117 12  5.4 78.9  0.7 0.6
82 12 5.4
78.9 0.7
0.6
156 9 4.05
58.4 0.7
0.7
142 11  4.95 58.4  0.7 0.7
138 11  4.95 58.4  0.7 0.7
160 7 3.15
73.4 0.8
0.8
95 7 3.15
73.4 0.8
0.8
72 8 3.6
73.4 0.8
0.8
196 10  4.5 78.3  0.8 0.8
177 12  5.4 78.3  0.8 0.8
136 12  5.4 78.3  0.8 0.8
192 3 1.35
61.9 0.7
0.6
112 4 1.8
61.9 0.7
0.6
68 5 2.25
61.9 0.7
0.6
142 13  5.85 67.2  0.9 0.8
118 16  7.2 67.2  0.9 0.8
108 16  7.2 67.2  0.9 0.8
158 5 2.25
55.5 0.8
0.7
138 6 2.7
55.5 0.8
0.7
59 7 3.15
55.5 0.8
0.7
181 9 4.05
69 0.6  0.6
167 11  4.95 69  0.6 0.6
116 12  5.4 69  0.6 0.6
164 15  6.75 55.9  0.7 0.6
108 15  6.75 55.9  0.7 0.6
55 16 7.2
55.9 0.7
0.6
164 14  6.3 77.7  0.6 0.7
99 15 6.75
77.7 0.6
0.7
86 18 8.1
77.7 0.6
0.7
105 17  7.65 61.4  0.8 0.5
79 17 7.65
61.4 0.8
0.5
62 17 7.65
61.4 0.8
0.5
88 16 7.2
51.7 0.5
0.5
83 16 7.2
51.7 0.5
0.5
51 16 7.2
51.7 0.5
0.5
147 9 4.05
59.4 0.7
0.8
96 12 5.4
59.4 0.7
0.8
60 12 5.4
59.4 0.7
0.8
183 7 3.15
66 0.5  0.8
179 8 3.6
66 0.5  0.8
74 9 4.05
66 0.5  0.8
155 16  7.2 64.8  0.6 0.6
145 16  7.2 64.8  0.6 0.6
104 19  8.55 64.8  0.6 0.6
125 15  6.75 70.4  0.8 0.7
63 16 7.2
70.4 0.8
0.7
61 17 7.65
70.4 0.8
0.7
152 10  4.5 58.9  0.9 0.7
120 10  4.5 58.9  0.9 0.7
88 10 4.5
58.9 0.9
0.7
116 11  4.95 77.7  0.6 0.6
113 12  5.4 77.7  0.6 0.6
52 12 5.4
77.7 0.6
0.6
141 9 4.05
72.5 0.9
0.6
126 10  4.5 72.5  0.9 0.6
103 10  4.5 72.5  0.9 0.6
193 14  6.3 62.9  0.5 0.6
139 15  6.75 62.9  0.5 0.6
77 17 7.65
62.9 0.5
0.6
183 8 3.6
79.3 0.6
0.9
165 9 4.05
79.3 0.6
0.9
80 11 4.95
79.3 0.6
0.9
110 8 3.6
58 0.7  0.7
109 9 4.05
58 0.7  0.7
86 10 4.5
58 0.7  0.7
168 5 2.25
53.4 0.9
0.6
153 5 2.25
53.4 0.9
0.6
94 8 3.6
53.4 0.9
0.6
195 10  4.5 76.4  0.7 0.7
173 11  4.95 76.4  0.7 0.7
90 13 5.85
76.4 0.7
0.7
156 15  6.75 64.7  0.7 0.8
102 16  7.2 64.7  0.7 0.8
101 16  7.2 64.7  0.7 0.8
151 14  6.3 75  0.6 0.7
66 14 6.3
75 0.6  0.7
58 15 6.75
75 0.6  0.7
185 4 1.8
72.5 0.5
0.5
137 4 1.8
72.5 0.5
0.5
133 6 2.7
72.5 0.5
0.5
162 9 4.05
53.9 0.7
0.8
154 10  4.5 53.9  0.7 0.8
66 11 4.95
53.9 0.7
0.8
143 12  5.4 58.7  0.8 0.6
78 12 5.4
58.7 0.8
0.6
54 13 5.85
58.7 0.8
0.6
173 9 4.05
58.4 0.9
0.6
151 10  4.5 58.4  0.9 0.6
93 11 4.95
58.4 0.9
0.6
173 20  9 63.8  0.5 0.7
154 20  9 63.8  0.5 0.7
107 20  9 63.8  0.5 0.7
184 8 3.6
74.7 0.6
0.8
159 8 3.6
74.7 0.6
0.8
153 9 4.05
74.7 0.6
0.8
79 14 6.3
59.8 0.5
0.7
72 15 6.75
59.8 0.5
0.7
68 15 6.75
59.8 0.5
0.7
156 11  4.95 60.1  0.7 0.8
113 13  5.85 60.1  0.7 0.8
100 14  6.3 60.1  0.7 0.8
186 16  7.2 73  0.6 0.7
148 17  7.65 73  0.6 0.7
136 17  7.65 73  0.6 0.7
186 10  4.5 76.1  0.6 0.8
184 11  4.95 76.1  0.6 0.8
156 11  4.95 76.1  0.6 0.8
139 4 1.8
66.3 0.6
0.7
81 6 2.7
66.3 0.6
0.7
60 7 3.15
66.3 0.6
0.7
183 10  4.5 59.4  0.7 0.7
180 11  4.95 59.4  0.7 0.7
108 12  5.4 59.4  0.7 0.7
136 6 2.7
65.2 0.7
0.8
116 6 2.7
65.2 0.7
0.8
95 7 3.15
65.2 0.7
0.8
158 4 1.8
58 0.7  0.8
146 5 2.25
58 0.7  0.8
102 6 2.7
58 0.7  0.8
172 6 2.7
67.3 0.8
0.8
168 8 3.6
67.3 0.8
0.8
64 8 3.6
67.3 0.8
0.8
163 4 1.8
69.5 0.9
0.6
79 5 2.25
69.5 0.9
0.6
59 6 2.7
69.5 0.9
0.6
161 13  5.85 63.9  0.7 0.5
108 13  5.85 63.9  0.7 0.5
103 14  6.3 63.9  0.7 0.5
190 5 2.25
60.9 0.6
0.8
151 6 2.7
60.9 0.6
0.8
77 6 2.7
60.9 0.6
0.8
198 15  6.75 66  0.6 0.7
147 16  7.2 66  0.6 0.7
103 16  7.2 66  0.6 0.7
180 14  6.3 58.9  0.5 0.7
173 16  7.2 58.9  0.5 0.7
53 16 7.2
58.9 0.5
0.7
130 10  4.5 59.3  0.7 0.8
118 11  4.95 59.3  0.7 0.8
51 12 5.4
59.3 0.7
0.8
150 10  4.5 65.2  0.8 0.6
104 11  4.95 65.2  0.8 0.6
97 12 5.4
65.2 0.8
0.6
189 8 3.6
65.6 0.5
0.5
67 9 4.05
65.6 0.5
0.5
65 10 4.5
65.6 0.5
0.5
198 7 3.15
66.1 0.8
0.7
178 8 3.6
66.1 0.8
0.7
61 9 4.05
66.1 0.8
0.7
159 8 3.6
76.1 0.8
0.6
119 9 4.05
76.1 0.8
0.6
51 10 4.5
76.1 0.8
0.6
101 4 1.8
51.3 0.9
0.7
84 4 1.8
51.3 0.9
0.7
60 5 2.25
51.3 0.9
0.7
151 14  6.3 71.5  0.7 0.7
96 14 6.3
71.5 0.7
0.7
70 17 7.65
71.5 0.7
0.7
149 16  7.2 58  0.6 0.6
133 16  7.2 58  0.6 0.6
64 17 7.65
58 0.6  0.6
141 4 1.8
68.9 0.7
0.9
123 6 2.7
68.9 0.7
0.9
72 6 2.7
68.9 0.7
0.9
160 11  4.95 50.4  0.5 0.5
111 12  5.4 50.4  0.5 0.5
79 13 5.85
50.4 0.5
0.5
80 15 6.75
79.3 0.8
0.8
75 16 7.2
79.3 0.8
0.8
71 17 7.65
79.3 0.8
0.8
97 15 6.75
62.6 0.9
0.6
74 16 7.2
62.6 0.9
0.6
51 16 7.2
62.6 0.9
0.6
181 13  5.85 67.5  0.5 0.5
146 14  6.3 67.5  0.5 0.5
51 15 6.75
67.5 0.5
0.5
195 11  4.95 51  0.6 0.7
